0	1
1	1
2	1
3	2
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	2
15	2
16	2
17	1
18	1
19	1
20	1
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	2
33	3
34	25
35	27
36	28
37	31
38	36
39	45
40	59
41	67
42	77
43	81
44	92
45	99
46	112
47	131
48	156
49	178
50	233
51	311
52	380
53	472
54	531
55	614
56	680
57	808
58	934
59	1037
60	1189
61	1485
62	1890
63	2354
64	2875
65	3398
66	3964
67	4383
68	4881
69	5350
70	6093
71	6813
72	7481
73	8125
74	9256
75	10120
76	10862
77	11665
78	12314
79	13259
80	14451
81	15271
82	16105
83	17003
84	18028
85	18952
86	20345
87	21367
88	22355
89	23621
90	24636
91	25807
92	27241
93	28974
94	31015
95	33589
96	35265
97	37706
98	39575
99	41803
100	43564
101	46206
102	48219
103	49876
104	51639
105	54036
106	55610
107	56392
108	58903
109	61049
110	64171
111	66778
112	69670
113	72926
114	77015
115	80843
116	84245
117	86567
118	90379
119	94462
120	90865
121	94926
122	98787
123	102628
124	106912
125	112812
126	118269
127	122971
128	127946
129	133637
130	137002
131	141349
132	146230
133	151321
134	155364
135	159311
136	163358
137	162751
138	166611
139	172829
140	175917
141	181628
142	183569
143	189645
144	192326
145	197520
146	201299
147	205521
148	213530
149	219443
150	227422
151	232264
152	237955
153	245320
154	247268
155	255569
156	264841
157	272954
158	280139
159	286450
160	292503
161	298885
162	306358
163	314134
164	325042
165	335537
166	344477
167	356438
168	369039
169	386383
170	400211
171	417716
172	430219
173	441800
174	455526
175	470643
176	487017
177	499964
178	517384
179	529514
180	543462
181	563055
182	580598
183	601530
184	605279
185	617596
186	625014
187	625076
188	636119
189	648148
190	659216
191	672237
192	679880
193	685534
194	690325
195	699632
196	708997
197	717687
198	728557
199	729249
200	725375
201	729944
202	739775
203	746420
204	752591
205	763557
206	768410
207	761801
208	764523
209	784327
210	801534
211	813716
212	827213
213	846252
214	850583
215	866606
216	881592
217	898257
218	915747
219	933186
220	955281
221	956180
222	971427
223	993901
224	1019759
225	1035958
226	1052510
227	1067982
228	1070682
229	1078931
230	1093867
231	1102866
232	1100324
233	1098509
234	1092978
235	1065401
236	1059106
237	1058350
238	1063129
239	1055515
240	1051909
241	1059988
242	1044459
243	1038809
244	1040283
245	1043336
246	1046880
247	1040704
248	1038761
249	1023036
250	1012960
251	1008560
252	1000612
253	991289
254	976683
255	972907
256	948804
257	938442
258	924671
259	917320
260	909056
261	898366
262	888467
263	864173
264	856693
265	833396
266	813198
267	800135
268	788231
269	774849
270	747134
271	731741
272	725335
273	716233
274	705345
275	693891
276	686507
277	665575
278	658274
279	652866
280	646361
281	642432
282	640003
283	638245
284	633915
285	624000
286	619581
287	614812
288	611812
289	611187
290	597757
291	585974
292	579769
293	576460
294	577399
295	574714
296	575960
297	578959
298	574205
299	580685
300	588802
301	592253
302	592429
303	591969
304	585853
305	574750
306	568016
307	562614
308	556197
309	550549
310	544674
311	538774
312	525708
313	521208
314	515152
315	506856
316	503325
317	500592
318	497288
319	484808
320	477206
321	462018
322	457881
323	454993
324	452069
325	450957
326	439854
327	436702
328	431472
329	430361
330	430526
331	427635
332	426871
333	418121
334	412074
335	407612
336	404669
337	400990
338	398231
339	395251
340	382320
341	379068
342	379851
343	377471
344	376682
345	376042
346	375391
347	369294
348	367435
349	366653
350	366387
351	364733
352	362581
353	362030
354	354890
355	351448
356	346656
357	343417
358	340574
359	339437
360	339521
361	332527
362	332010
363	329305
364	327902
365	326070
366	325066
367	324711
368	319847
369	316598
370	311710
371	308323
372	305522
373	305830
374	305860
375	300975
376	298778
377	299521
378	293152
379	293931
380	295022
381	297228
382	294521
383	294277
384	295111
385	297434
386	301136
387	303642
388	308205
389	305466
390	305179
391	310009
392	314386
393	318158
394	323254
395	327577
396	327375
397	329260
398	332614
399	335650
400	339788
401	344133
402	348480
403	347227
404	344457
405	349154
406	357360
407	362233
408	370879
409	379802
410	384053
411	395176
412	413221
413	432552
414	449835
415	470679
416	496483
417	507340
418	530666
419	557510
420	583676
421	615611
422	649515
423	685452
424	704615
425	716610
426	748300
427	779314
428	824158
429	857093
430	908047
431	954510
432	1010108
433	1077247
434	1147296
435	1214978
436	1277215
437	1371749
438	1435841
439	1538867
440	1645026
441	1743957
442	1855073
443	1977759
444	2108983
445	2211629
446	2339338
447	2475656
448	2615870
449	2740621
450	2873808
451	3009840
452	3080302
453	3180866
454	3286099
455	3381145
456	3483961
457	3567849
458	3637935
459	3674794
460	3719942
461	3801848
462	3887779
463	3967005
464	3984418
465	3997096
466	3970657
467	3963814
468	3974441
469	3972770
470	3945826
471	3894036
472	3797347
473	3637977
474	3515465
475	3422647
476	3324716
477	3224390
478	3110149
479	3030730
480	2899850
481	2813578
482	2742034
483	2657107
484	2545858
485	2446657
486	2362389
487	2234147
488	2135902
489	2058056
490	1983758
491	1906449
492	1831563
493	1758616
494	1661554
495	1591985
496	1536846
497	1493366
498	1455255
499	1403116
500	1354543
501	1297175
502	1251614
503	1215003
504	1188939
505	1151850
506	1122857
507	1097646
508	1058298
509	1040418
510	1025540
511	1012830
512	996779
513	988757
514	976717
515	956771
516	942086
517	928879
518	916606
519	903296
520	894053
521	891861
522	873954
523	870864
524	872036
525	871336
526	868705
527	868688
528	866654
529	849928
530	847806
531	850272
532	849516
533	843755
534	842987
535	842772
536	826836
537	832088
538	834884
539	831344
540	835701
541	835949
542	838183
543	826500
544	827818
545	832446
546	835002
547	839181
548	841639
549	845640
550	836605
551	842583
552	843507
553	847606
554	846285
555	841418
556	837622
557	823589
558	821868
559	824327
560	822252
561	825254
562	823453
563	820762
564	808587
565	806652
566	803885
567	804028
568	802051
569	794497
570	775814
571	761055
572	764646
573	776678
574	788303
575	803766
