430	942608	908047
431	978074	954510
432	1.01443e+06	1010108
433	1.05164e+06	1077247
434	1.08969e+06	1147296
435	1.12854e+06	1214978
436	1.16814e+06	1277215
437	1.20846e+06	1371749
438	1.24945e+06	1435841
439	1.29104e+06	1538867
440	1.33317e+06	1645026
441	1.37577e+06	1743957
442	1.41877e+06	1855073
443	1.46209e+06	1977759
444	1.50563e+06	2108983
445	1.54931e+06	2211629
446	1.59304e+06	2339338
447	1.6367e+06	2475656
448	1.6802e+06	2615870
449	1.72344e+06	2740621
450	1.7663e+06	2873808
451	1.80868e+06	3009840
452	1.85047e+06	3080302
453	1.89157e+06	3180866
454	1.93186e+06	3286099
455	1.97124e+06	3381145
456	2.00962e+06	3483961
457	2.0469e+06	3567849
458	2.083e+06	3637935
459	2.11782e+06	3674794
460	2.1513e+06	3719942
461	2.18336e+06	3801848
462	2.21394e+06	3887779
463	2.24299e+06	3967005
464	2.27047e+06	3984418
465	2.29633e+06	3997096
466	2.32054e+06	3970657
467	2.34309e+06	3963814
468	2.36396e+06	3974441
469	2.38315e+06	3972770
470	2.40066e+06	3945826
471	2.4165e+06	3894036
472	2.43067e+06	3797347
473	2.44322e+06	3637977
474	2.45415e+06	3515465
475	2.4635e+06	3422647
476	2.47132e+06	3324716
477	2.47763e+06	3224390
478	2.48248e+06	3110149
479	2.48591e+06	3030730
480	2.48798e+06	2899850
481	2.48874e+06	2813578
482	2.48822e+06	2742034
483	2.4865e+06	2657107
484	2.48361e+06	2545858
485	2.47961e+06	2446657
486	2.47455e+06	2362389
487	2.46849e+06	2234147
488	2.46147e+06	2135902
489	2.45355e+06	2058056
490	2.44478e+06	1983758
491	2.4352e+06	1906449
492	2.42486e+06	1831563
493	2.41381e+06	1758616
494	2.40208e+06	1661554
495	2.38974e+06	1591985
496	2.3768e+06	1536846
497	2.36333e+06	1493366
498	2.34934e+06	1455255
499	2.33488e+06	1403116
500	2.31999e+06	1354543
501	2.3047e+06	1297175
502	2.28903e+06	1251614
503	2.27303e+06	1215003
504	2.25671e+06	1188939
505	2.24011e+06	1151850
506	2.22325e+06	1122857
507	2.20616e+06	1097646
508	2.18886e+06	1058298
509	2.17137e+06	1040418
510	2.15372e+06	1025540
511	2.13592e+06	1012830
512	2.11799e+06	996779
513	2.09995e+06	988757
514	2.08182e+06	976717
515	2.06361e+06	956771
516	2.04534e+06	942086
517	2.02702e+06	928879
518	2.00867e+06	916606
519	1.99029e+06	903296
520	1.9719e+06	894053
521	1.95351e+06	891861
522	1.93514e+06	873954
523	1.91678e+06	870864
524	1.89845e+06	872036
525	1.88015e+06	871336
526	1.86191e+06	868705
527	1.84371e+06	868688
528	1.82558e+06	866654
529	1.80751e+06	849928
530	1.78951e+06	847806
531	1.77159e+06	850272
532	1.75375e+06	849516
533	1.736e+06	843755
534	1.71834e+06	842987
535	1.70078e+06	842772
536	1.68331e+06	826836
537	1.66596e+06	832088
538	1.6487e+06	834884
539	1.63156e+06	831344
540	1.61453e+06	835701
541	1.59762e+06	835949
542	1.58082e+06	838183
543	1.56415e+06	826500
544	1.5476e+06	827818
545	1.53117e+06	832446
546	1.51486e+06	835002
547	1.49868e+06	839181
548	1.48263e+06	841639
549	1.46671e+06	845640
550	1.45092e+06	836605
551	1.43526e+06	842583
552	1.41973e+06	843507
553	1.40433e+06	847606
554	1.38907e+06	846285
555	1.37394e+06	841418
556	1.35894e+06	837622
557	1.34408e+06	823589
558	1.32935e+06	821868
559	1.31475e+06	824327
560	1.30029e+06	822252
561	1.28596e+06	825254
562	1.27177e+06	823453
563	1.25771e+06	820762
564	1.24378e+06	808587
565	1.22999e+06	806652
566	1.21633e+06	803885
567	1.2028e+06	804028
568	1.18941e+06	802051
569	1.17614e+06	794497
570	1.16301e+06	775814
571	1.15e+06	761055
572	1.13713e+06	764646
573	1.12438e+06	776678
574	1.11176e+06	788303
575	1.09927e+06	803766
